person_id	sex	first_name	last_name	year_of_birth	year_of_death	living_region	societal_rank	societal_rank_of_father	religion	level_of_education	letters_sent	letters_received
WCOTYNG	Male	WILLIAM	COTYNG			East Anglia	Clergy (lower)				3	0
WCOVENTRY	Male	William	Coventry	1627	1686		Gentry (upper)	Nobility		Higher	0	1
WCOWPER	Male	William	Cowper	1731	1800	Home counties	Professional	Clergy (lower)		Higher	103	0
WDACRE	Male	WILLIAM	DACRE	1500	1563	North	Nobility	Nobility			2	1
WDALTON	Male	WILLIAM	DALTON			London	Merchant			Apprenticed	3	0
WDAVISON	Male	William	Davison	1541	1608	Court	Gentry (lower)			Higher	0	1
WDAWES	Male	William	Dawes		1768	Home counties	Clergy (lower)				10	0
WDELL	Male	William	Dell		1669	Other	Clergy (lower)		Protestant	Higher	0	1
WDENNY	Male	WILLIAM	DENNY		1642	East Anglia	Gentry (upper)	Gentry (lower)		Higher	2	0
WDETHICK	Male	William	Dethick	1543	1612		Gentry (upper)	Gentry (upper)			0	1
WDOWNING	Male	WILLIAM	DOWNING			East Anglia	Gentry (lower)				5	0
WDRUMMOND	Male	William	Drummond	1585	1649		Gentry (lower)	Gentry (upper)		Higher	0	1
WDUGDALE	Male	WILLIAM	DUGDALE	1605	1686	Other	Gentry (upper)			Higher	7	2
WDUTTON	Female	WINEFRED	DUTTON			Home counties	Gentry (lower)				1	3
WEARLES	Male	William	Earles		1766	Home counties	Merchant				3	0
WEATON	Male	William	Eaton			Abroad	Merchant				29	14
WEDEN	Male	William	Eden	1744	1814	Court	Nobility	Gentry (upper)		Higher	2	1
WELMES	Male	Walter	Elmes			Other	Professional				6	0
WFAWNTE	Male	William	Fawnte	1575	1639	Other	Gentry (upper)				3	0
WFITZALAN	Male	WILLIAM	FITZALAN	1476	1544	Other	Nobility	Nobility			1	0
WFITZWILLIAM	Male	WILLIAM	FITZWILLIAM		1542	Court	Nobility	Gentry (upper)			1	5
WFLEMING	Male	WILLIAM	FLEMING	1609	1653	North	Gentry (lower)	Gentry (lower)			2	1
WFORTESCUE	Male	William	Fortescue	1687	1749	London	Gentry (lower)	Gentry (lower)		Higher	0	6
WFPETTY	Male	William	Fitzmaurice Petty	1737	1805	Court	Nobility	Nobility		Higher	0	7
WGASCOIGNE	Male	William	Gascoigne	1468	1551	North	Gentry (upper)	Gentry (upper)			10	0
WGODWIN	Male	William	Godwin	1756	1836	London	Professional	Clergy (lower)		Secondary	0	10
WGOLDWYN	Male	William	Goldwyn		1482	London	Professional			Higher	2	0
WGYLBY	Male	William	Gylby	1669	1742	Other	Gentry (lower)	Professional		Higher	3	0
WHADDOCK	Male	William	Haddock	1607	1667	Home counties	Professional	Professional			0	4
WHALL	Male	William	Hall			Abroad	Merchant				0	2
WHAMILTON	Male	William	Hamilton	1616	1651	Court	Nobility	Nobility		Higher	0	6
WHASTINGS	Male	WILLIAM	HASTINGS	1430	1483	Court	Nobility	Gentry (lower)			2	1
WHERBERT	Male	William	Herbert	1580	1630	Court	Nobility	Nobility		Higher	0	1
WHERWARD	Male	William	Herward			Other	Clergy (lower)				1	0
WHEWER	Male	William	Hewer	1642	1715	London	Professional	Professional			0	1
WHEYDON	Male	WILLIAM	HEYDON	1540	1594	East Anglia	Gentry (upper)	Gentry (upper)			8	4
WHILL	Male	Wills	Hill	1718	1793		Nobility	Nobility			0	1
WHNASSAU	Male	William Henry	Nassau de Zuylestein	1717	1789	Home counties	Nobility	Nobility		Secondary	0	2
WHOLLOWAY	Male	William	Holloway			Other	Other				0	1
WHOOK	Male	WILLIAM	HOOK	1600	1677	Other	Clergy (lower)	Gentry (lower)	Protestant	Higher	2	0
WHOWARD	Male	WILLIAM	HOWARD	1611	1680		Nobility	Nobility	Catholic		6	0
WHTOMS	Male	William Henry	Toms	1700	1758	London	Other				0	3
WHUGHES	Male	William	Hughes			London	Professional				0	1
WHUMBER	Male	WILLIAM	HUMBER			Other	Other				1	0
WILKINSON	Male		Wilkinson				Gentry (lower)				0	1
WILLIAM4	Male	William Henry	Hanover	1765	1837	Court	Royalty	Royalty		Private	31	8
WILLIAMS	Male		Williams			Home counties	Clergy (lower)				0	1
WILSON	Male		Wilson			London	Merchant				0	1
WJAMES	Male	William	James	1722	1783	Home counties	Gentry (upper)	Other			0	1
WJONES	Male	William	Jones	1746	1794	London	Gentry (upper)	Gentry (lower)		Higher	56	0
WJORDAN	Male	William?	Jordan			Other	Other				0	1
WKNIGHT	Male	WILLIAM	KNIGHT	1476	1547	Court	Clergy (upper)			Higher	1	0
WLAUD	Male	William	Laud	1573	1645	Court	Clergy (upper)	Merchant	Anglican	Higher	0	5
WLENTHALL	Male	William	Lenthall	1591	1662	London	Professional	Gentry (lower)		Higher	0	1
WLLOYD	Male	William	Lloyd	1627	1717	London	Clergy (upper)	Clergy (lower)		Higher	0	3
WLOMNOR	Male	WILLIAM	LOMNOR		1481	East Anglia	Gentry (lower)				5	0
WLONGUEVILLE	Male	William	Longueville	1639	1721	Home counties	Gentry (lower)	Gentry (upper)		Higher	11	0
WLOWTHER	Male	William (?)	Lowther		1687	North		Gentry (upper)			0	1
WMADAMS	Male	William	Adams	1564	1620	Abroad	Professional			Apprenticed	8	5
WMAISTER	Male	WILLIAM	MAISTER	1532	1590	East Anglia	Professional			Higher	1	6
WMARCHALL	Male	William	Marchall	1405	1480	London	Professional				0	10
WMARKHAM	Male	William	Markham	1719	1807	Court	Clergy (upper)	Professional		Higher	3	3
WMARYON	Male	WILLIAM	MARYON			London	Merchant			Apprenticed	12	0
WMASHAM	Male	WILLIAM	MASHAM			Other	Gentry (upper)				25	0
WMASON	Male	William	Mason	1725	1797	North	Clergy (lower)	Clergy (lower)		Higher	26	17
WMELMOTH	Male	William	Melmoth	1710	1799	Other	Professional	Professional		Higher	6	0
WMEUX	Male	WILLIAM	MEUX		1638	Other	Gentry (upper)	Gentry (upper)			6	0
WMILBOURNE	Male	William	Milbourne	1599	1640	North	Clergy (lower)				1	0
WMOLYNEUX	Male	William	Molyneux	1483	1548		Gentry (upper)				0	1
WMUSGRAVE	Male	WILLIAM	MUSGRAVE	1506	1544	North	Gentry (upper)	Gentry (upper)			1	0
WNEALSON	Male	William	Nealson		1620	Abroad	Merchant			Secondary	3	14
WNICHOLLS	Male	William	Nicholls		1622	Abroad	Merchant				1	0
WNICOLSON	Male	William	Nicolson	1655	1727	North	Clergy (upper)	Clergy (lower)		Higher	3	0
WNUNNS	Male	William	Nunns		1759	Other	Clergy (lower)				4	0
WOLDYS	Male	William	Oldys	1696	1761	London	Professional	Professional			0	1
WPAGET	Male	William	Paget	1506	1563	Court	Nobility	Merchant		Higher	34	25
WPATERSON	Male	William	Paterson	1658	1719	London	Professional	Other			0	1
WPAULET	Male	WILLIAM	PAULET	1485	1572	London	Nobility	Gentry (upper)			1	1
WPECOCK	Male	WILLIAM	PECOCK			East Anglia	Other				3	0
WPENNOCK	Male	William	Pennock			London	Other				0	2
WPERRY		W.	Perry								0	1
WPERYAM	Male	William	Peryam	1534	1604	London	Gentry (upper)	Merchant		Higher	8	1
WPETRE	Male	William	Petre	1506	1572	Court	Gentry (upper)	Other		Higher	0	7
WPETTY	Male	William	Petty	1623	1687	Abroad	Gentry (upper)	Other		Higher	50	32
WPITT	Male	William	Pitt	1708	1778	London	Gentry (lower)	Gentry (lower)		Higher	36	11
WPLUMPTON	Male	William	Plumpton	1485	1547	North	Gentry (lower)	Gentry (upper)			6	18
WPOLE	Male	WILLIAM	POLE				Gentry (upper)				1	0
WPOPLEY	Male	William	Popley			Other	Other				0	1
WPULTENEY	Male	William	Pulteney	1684	1764	London	Gentry (lower)			Higher	6	0
WRADCLIFF	Male	William	Radcliff (Radclyff)				Gentry (lower)	Gentry (upper)			0	1
WRALEGH	Male	Walter	Ralegh	1554	1618	Court	Gentry (upper)	Gentry (lower)		Higher	119	0
WREYNOLDS	Male	William	Reynolds	1705	1751	Other	Clergy (lower)			Higher	0	1
WROLLASLEY	Male	William	Rollasley				Gentry (lower)				0	1
WSABBE	Male	William	Sabbe	1526			Other				0	1
WSANCROFT	Male	William	Sancroft	1617	1693	London	Clergy (upper)	Other	Anglican	Higher	0	14
WSANDELL	Male	WILLIAM	SANDELL			Other	Other				1	0
WSANDFORD	Male	William	Sandford			Home counties	Clergy (lower)			Higher	0	1
WSAY	Male	William	Say	1452	1529	Home counties	Gentry (upper)	Gentry (upper)			0	1
WSCROGGS	Male	WILLIAM	SCROGGS	1623	1683	London	Gentry (upper)	Other		Higher	3	0
WSENHOUSE	Male	William	Senhouse	1741	1800	North	Gentry (lower)	Gentry (lower)		Secondary	4	0
WSEYMOUR	Male	William	Seymour	1588	1660		Nobility	Nobility		Higher	0	1
WSHENSTONE	Male	William	Shenstone	1714	1763	Other	Gentry (lower)	Gentry (lower)		Higher	5	28
WSMITH	Male	WILLIAM	SMITH				Other				1	0
WSMYTHE	Male	WILLIAM	SMYTHE			East Anglia	Gentry (lower)				4	1
WSPENCER	Male	William	Spencer	1656	1688	Other	Professional	Gentry (upper)		Higher	0	1
WSTANE	Male	William	Stane								0	1
WSTEER	Male	William	Steer	1681	1746	North	Clergy (lower)	Other		Higher	7	10
WSTEVENSON	Male	William	Stevenson	1741	1821	East Anglia	Professional	Clergy (lower)			0	5
WSTONOR	Male	William	Stonor	1449	1494	Other	Gentry (upper)	Gentry (lower)			8	83
WSTUMP	Male	WILLIAM	STUMP			East Anglia	Gentry (lower)				1	0
WSUTTON	Male	William	Sutton		1502	Other	Professional			Higher	1	0
WSYMCOTTS	Male	William	Symcotts				Professional			Higher	0	1
WTAYLOR	Male	WILLIAM	TAYLOR			Other	Other				1	0
WTEMPLE	Male	WILLIAM	TEMPLE	1628	1698	Other	Gentry (upper)	Gentry (upper)		Higher	2	92
WTHAME	Male	Walter	Thame			Other	Other				1	0
WTHIMELBY	Female	Winefrid	Thimelby	1619	1690	Abroad	Clergy (lower)	Gentry (lower)	Catholic		38	0
WTUPHOLME	Male	WILLIAM	TUPHOLME			Other	Merchant	Merchant		Apprenticed	1	1
WUNWIN	Male	William Cawthorne	Unwin	1744	1786		Clergy (lower)	Clergy (lower)		Higher	0	10
WVYLAN	Male	William	Vylan			London	Professional				1	0
WWAINFLEET	Male	William	Wainfleet	1400	1486		Clergy (upper)	Gentry (lower)		Higher	0	3
WWAKE	Male	William	Wake	1657	1737	London	Clergy (upper)	Professional		Higher	0	3
WWALLOP	Male	William	Wallop	1533	1617	Other		Gentry (lower)			0	2
WWARBURTON	Male	William	Warburton	1698	1779	Other	Clergy (upper)	Professional		Secondary	10	0
WWAYTE	Male	WILLIAM	WAYTE				Professional				3	0
WWENTWORTH	Male	WILLIAM	WENTWORTH		1644	North	Gentry (upper)	Gentry (upper)		Higher	3	0
WWENTWORTHSR	Male	William Sr.	Wentworth	1562	1614	North	Gentry (upper)	Gentry (lower)			0	21
WWHITTINGHAM	Male	William	Whittingham		1579		Clergy (lower)	Gentry (lower)		Higher	0	1
WWILBERFORCE	Male	William	Wilberforce	1759	1833	London	Gentry (lower)	Merchant		Higher	5	0
WWINDHAM	Male	William	Windham								0	1
WWOODRUFFE	Male	William	Woodruffe			North	Gentry (lower)	Gentry (lower)			4	0
WWORCESTER	Male	WILLIAM	WORCESTER	1415	1482	East Anglia	Professional	Merchant		Higher	19	0
WWORSTEDE	Male	William	Worstede								0	1
WWYBE	Male	W	WYBE			Other	Clergy (lower)		Catholic		1	0
WYELVERTON	Male	WILLIAM	YELVERTON	1400	1472		Gentry (upper)			Higher	4	0
